50.555254,8.650383
50.557188,8.648058
50.56066,8.661519
50.568028,8.694724
50.568612,8.663865
50.569306,8.650222
50.569353,8.674648
50.570659,8.665319
50.571132,8.672259
50.571236,8.665275
50.572632,8.701679
50.574017,8.701457
50.574101,8.699688
50.574341,8.65964
50.574671,8.709812
50.575363,8.678311
50.57586,8.693899
50.576058,8.695039
50.576747,8.69139
50.578736,8.683922
50.578843,8.699876
50.579148,8.669793
50.579387,8.676033
50.579487,8.663163
50.579508,8.666902
50.580344,8.662861
50.58134,8.694386
50.581639,8.697051
50.581861,8.674852
50.581948,8.707602
50.582305,8.670362
50.582414,8.692046
50.58257,8.691124
50.582904,8.709183
50.582916,8.674368
50.58292,8.673838
50.583149,8.68534
50.583249,8.682608
50.583867,8.677625
50.58411,8.670496
50.584118,8.649778
50.58503,8.667211
50.585089,8.693226
50.585298,8.663631
50.585517,8.674507
50.585562,8.695746
50.585746,8.697062
50.586203,8.662586
50.586271,8.67442
50.586827,8.679642
50.586872,8.642875
50.586884,8.684211
50.587026,8.683007
50.587236,8.674339
50.588086,8.67794
50.588091,8.665811
50.588497,8.705006
50.588957,8.679478
50.589729,8.702575
50.590608,8.677264
50.590702,8.674993
50.59094,8.676537
50.592327,8.683864
50.593303,8.690977
50.593528,8.68788
50.59629,8.648145
50.596324,8.671416
50.596498,8.685807
50.597094,8.67617
50.598991,8.67308
50.601413,8.683744
50.603704,8.703484
50.604966,8.700719
50.605879,8.707441
